用户ID,首次购买时间,首次购买年月,注册年月,安装年月,渠道
17338.0,2010-03-10 16:09:00,2010-03-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,微信
17339.0,2010-07-18 13:08:00,2010-07-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,微信
17340.0,2010-02-14 14:54:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17341.0,2010-06-17 18:17:00,2010-06-01 00:00:00,2010-04-01 00:00:00,2010-03-01 00:00:00,百度
17342.0,2010-02-08 09:16:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,微信
17343.0,2009-12-03 18:30:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17344.0,2009-12-11 12:31:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17345.0,2009-12-01 16:17:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17346.0,2010-04-18 12:18:00,2010-04-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17347.0,2011-09-14 13:12:00,2011-09-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17348.0,2010-03-10 12:13:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,抖音
17349.0,2010-03-18 14:26:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17350.0,2010-02-01 15:38:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
17351.0,2009-12-10 18:43:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17352.0,2010-01-12 16:13:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
17353.0,2010-03-25 12:52:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17354.0,2010-10-07 13:22:00,2010-10-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17355.0,2010-11-18 13:18:00,2010-11-01 00:00:00,2010-07-01 00:00:00,2009-12-01 00:00:00,微信
17356.0,2010-01-20 12:14:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,百度
17357.0,2011-11-15 16:29:00,2011-11-01 00:00:00,2010-11-01 00:00:00,2010-06-01 00:00:00,抖音
17358.0,2010-02-24 16:42:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,百度
17359.0,2010-03-01 14:48:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,百度
17360.0,2010-10-01 12:07:00,2010-10-01 00:00:00,2010-10-01 00:00:00,2010-08-01 00:00:00,百度
17361.0,2010-02-01 14:30:00,2010-02-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
17362.0,2010-01-06 10:53:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,百度
17363.0,2010-11-02 17:25:00,2010-11-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,微信
17364.0,2009-12-07 15:28:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17365.0,2010-02-01 11:56:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
17366.0,2010-09-09 19:46:00,2010-09-01 00:00:00,2010-05-01 00:00:00,2010-02-01 00:00:00,百度
17367.0,2011-04-15 14:21:00,2011-04-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17368.0,2009-12-15 17:45:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17369.0,2010-09-10 09:49:00,2010-09-01 00:00:00,2010-06-01 00:00:00,2010-01-01 00:00:00,百度
17370.0,2011-06-23 11:50:00,2011-06-01 00:00:00,2010-04-01 00:00:00,2010-01-01 00:00:00,抖音
17371.0,2009-12-08 12:25:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17372.0,2009-12-03 18:41:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17373.0,2010-02-28 14:17:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
17374.0,2010-11-09 17:14:00,2010-11-01 00:00:00,2010-05-01 00:00:00,2010-01-01 00:00:00,抖音
17375.0,2010-10-04 09:14:00,2010-10-01 00:00:00,2010-06-01 00:00:00,2010-02-01 00:00:00,微信
17376.0,2010-07-05 11:11:00,2010-07-01 00:00:00,2010-05-01 00:00:00,2010-03-01 00:00:00,抖音
17377.0,2009-12-02 12:39:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17378.0,2010-11-30 18:46:00,2010-11-01 00:00:00,2010-09-01 00:00:00,2010-02-01 00:00:00,微信
17379.0,2011-11-28 13:56:00,2011-11-01 00:00:00,2011-10-01 00:00:00,2010-02-01 00:00:00,百度
17380.0,2010-06-23 11:24:00,2010-06-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17381.0,2010-06-09 12:55:00,2010-06-01 00:00:00,2010-05-01 00:00:00,2009-12-01 00:00:00,抖音
17382.0,2010-05-19 11:33:00,2010-05-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,抖音
17383.0,2010-09-12 14:54:00,2010-09-01 00:00:00,2010-08-01 00:00:00,2010-08-01 00:00:00,抖音
17384.0,2010-08-29 16:01:00,2010-08-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17385.0,2011-11-25 11:02:00,2011-11-01 00:00:00,2011-05-01 00:00:00,2010-03-01 00:00:00,抖音
17386.0,2010-11-19 13:40:00,2010-11-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,微信
17387.0,2011-11-06 11:25:00,2011-11-01 00:00:00,2011-04-01 00:00:00,2010-03-01 00:00:00,抖音
17388.0,2009-12-10 11:45:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17389.0,2009-12-04 12:06:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17390.0,2010-10-15 11:29:00,2010-10-01 00:00:00,2010-10-01 00:00:00,2010-06-01 00:00:00,百度
17391.0,2011-06-28 12:21:00,2011-06-01 00:00:00,2011-04-01 00:00:00,2011-01-01 00:00:00,抖音
17392.0,2010-09-15 16:17:00,2010-09-01 00:00:00,2010-08-01 00:00:00,2010-03-01 00:00:00,微信
17393.0,2010-08-08 15:53:00,2010-08-01 00:00:00,2010-07-01 00:00:00,2010-01-01 00:00:00,抖音
17394.0,2011-05-04 13:22:00,2011-05-01 00:00:00,2011-05-01 00:00:00,2010-07-01 00:00:00,百度
17395.0,2010-07-19 15:34:00,2010-07-01 00:00:00,2010-05-01 00:00:00,2010-02-01 00:00:00,百度
17396.0,2010-09-24 13:04:00,2010-09-01 00:00:00,2010-05-01 00:00:00,2009-12-01 00:00:00,抖音
17397.0,2010-10-19 13:20:00,2010-10-01 00:00:00,2010-07-01 00:00:00,2010-01-01 00:00:00,抖音
17398.0,2011-03-29 13:04:00,2011-03-01 00:00:00,2010-04-01 00:00:00,2010-01-01 00:00:00,微信
17400.0,2009-12-17 15:41:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17401.0,2010-06-16 16:54:00,2010-06-01 00:00:00,2010-06-01 00:00:00,2010-03-01 00:00:00,百度
17402.0,2009-12-16 17:40:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17403.0,2010-09-15 12:29:00,2010-09-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
17404.0,2010-01-07 11:31:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17405.0,2011-07-12 14:17:00,2011-07-01 00:00:00,2010-08-01 00:00:00,2010-06-01 00:00:00,百度
17406.0,2009-12-06 13:45:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17407.0,2010-10-24 11:57:00,2010-10-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17408.0,2010-07-13 14:02:00,2010-07-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
17409.0,2009-12-11 12:17:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17410.0,2011-05-08 15:21:00,2011-05-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17411.0,2009-12-03 12:02:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17412.0,2009-12-02 13:51:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17413.0,2010-05-19 11:11:00,2010-05-01 00:00:00,2010-05-01 00:00:00,2010-01-01 00:00:00,百度
17414.0,2009-12-03 16:49:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17415.0,2011-09-21 12:50:00,2011-09-01 00:00:00,2010-11-01 00:00:00,2010-06-01 00:00:00,抖音
17416.0,2009-12-14 16:29:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17417.0,2010-06-09 10:00:00,2010-06-01 00:00:00,2010-06-01 00:00:00,2010-02-01 00:00:00,百度
17418.0,2010-11-17 13:42:00,2010-11-01 00:00:00,2010-06-01 00:00:00,2009-12-01 00:00:00,微信
17419.0,2010-01-25 13:19:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
17420.0,2010-11-03 13:09:00,2010-11-01 00:00:00,2010-11-01 00:00:00,2010-01-01 00:00:00,微信
17421.0,2009-12-04 15:43:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17422.0,2010-06-23 10:19:00,2010-06-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
17423.0,2010-11-11 12:26:00,2010-11-01 00:00:00,2010-06-01 00:00:00,2009-12-01 00:00:00,微信
17425.0,2011-10-10 11:37:00,2011-10-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,抖音
17426.0,2010-02-17 13:39:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17427.0,2011-09-29 11:29:00,2011-09-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,抖音
17428.0,2009-12-01 17:28:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17429.0,2010-10-06 12:30:00,2010-10-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,微信
17430.0,2010-08-17 11:52:00,2010-08-01 00:00:00,2010-05-01 00:00:00,2010-04-01 00:00:00,抖音
17431.0,2011-01-30 14:36:00,2011-01-01 00:00:00,2010-10-01 00:00:00,2010-03-01 00:00:00,百度
17432.0,2009-12-03 19:13:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17433.0,2010-11-19 13:37:00,2010-11-01 00:00:00,2010-08-01 00:00:00,2010-06-01 00:00:00,微信
17434.0,2011-09-15 13:54:00,2011-09-01 00:00:00,2011-04-01 00:00:00,2010-11-01 00:00:00,微信
17435.0,2010-10-24 13:55:00,2010-10-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,百度
17436.0,2009-12-07 12:31:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17437.0,2010-06-28 11:11:00,2010-06-01 00:00:00,2010-05-01 00:00:00,2009-12-01 00:00:00,抖音
17438.0,2010-03-08 16:53:00,2010-03-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,百度
17439.0,2010-02-22 12:48:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17440.0,2010-06-08 14:40:00,2010-06-01 00:00:00,2010-04-01 00:00:00,2010-03-01 00:00:00,抖音
17441.0,2009-12-07 13:32:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17442.0,2010-02-15 15:54:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17443.0,2011-05-04 10:47:00,2011-05-01 00:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,抖音
17444.0,2011-06-20 09:04:00,2011-06-01 00:00:00,2011-02-01 00:00:00,2010-10-01 00:00:00,百度
17446.0,2011-02-02 14:40:00,2011-02-01 00:00:00,2010-09-01 00:00:00,2010-06-01 00:00:00,微信
17447.0,2011-09-29 10:10:00,2011-09-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,微信
17448.0,2010-03-04 17:29:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,微信
17449.0,2009-12-09 14:16:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17450.0,2010-09-27 16:59:00,2010-09-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
17451.0,2011-08-26 11:54:00,2011-08-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,百度
17453.0,2011-10-06 17:02:00,2011-10-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,百度
17454.0,2010-01-15 15:40:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17455.0,2011-05-20 12:31:00,2011-05-01 00:00:00,2010-10-01 00:00:00,2009-12-01 00:00:00,百度
17456.0,2010-09-09 15:28:00,2010-09-01 00:00:00,2010-06-01 00:00:00,2010-05-01 00:00:00,抖音
17457.0,2009-12-07 14:52:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17458.0,2010-11-23 11:43:00,2010-11-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,微信
17459.0,2011-10-10 17:00:00,2011-10-01 00:00:00,2010-03-01 00:00:00,2010-01-01 00:00:00,微信
17460.0,2010-01-22 13:25:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
17461.0,2011-11-10 12:01:00,2011-11-01 00:00:00,2010-08-01 00:00:00,2010-06-01 00:00:00,微信
17462.0,2011-02-28 17:01:00,2011-02-01 00:00:00,2010-12-01 00:00:00,2010-08-01 00:00:00,抖音
17463.0,2010-04-29 17:57:00,2010-04-01 00:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,微信
17464.0,2010-03-30 13:15:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,抖音
17465.0,2009-12-03 13:25:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17466.0,2011-09-22 09:16:00,2011-09-01 00:00:00,2011-03-01 00:00:00,2010-11-01 00:00:00,抖音
17467.0,2010-11-09 12:58:00,2010-11-01 00:00:00,2010-05-01 00:00:00,2010-03-01 00:00:00,微信
17468.0,2010-11-29 17:25:00,2010-11-01 00:00:00,2010-10-01 00:00:00,2010-08-01 00:00:00,百度
17469.0,2009-12-16 15:06:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17470.0,2010-07-19 16:16:00,2010-07-01 00:00:00,2010-06-01 00:00:00,2010-05-01 00:00:00,抖音
17471.0,2010-08-22 11:53:00,2010-08-01 00:00:00,2010-04-01 00:00:00,2010-03-01 00:00:00,微信
17472.0,2010-03-21 13:27:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17473.0,2010-09-09 19:03:00,2010-09-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,百度
17474.0,2010-04-19 10:43:00,2010-04-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,百度
17475.0,2011-09-21 14:55:00,2011-09-01 00:00:00,2011-08-01 00:00:00,2010-06-01 00:00:00,百度
17476.0,2009-12-02 12:09:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17477.0,2010-03-02 11:53:00,2010-03-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
17478.0,2010-03-16 14:19:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17479.0,2010-03-17 09:26:00,2010-03-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,抖音
17480.0,2010-09-21 12:31:00,2010-09-01 00:00:00,2010-09-01 00:00:00,2010-03-01 00:00:00,抖音
17481.0,2011-09-07 09:57:00,2011-09-01 00:00:00,2010-06-01 00:00:00,2010-06-01 00:00:00,微信
17482.0,2010-05-10 14:10:00,2010-05-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
17483.0,2010-10-21 12:43:00,2010-10-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
17484.0,2010-03-25 16:17:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
17486.0,2011-03-23 14:00:00,2011-03-01 00:00:00,2010-12-01 00:00:00,2010-09-01 00:00:00,微信
17487.0,2009-12-11 15:06:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17488.0,2010-03-08 14:07:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
17489.0,2011-05-11 11:34:00,2011-05-01 00:00:00,2010-08-01 00:00:00,2010-07-01 00:00:00,微信
17490.0,2010-05-19 12:40:00,2010-05-01 00:00:00,2010-04-01 00:00:00,2010-02-01 00:00:00,抖音
17491.0,2010-04-28 11:57:00,2010-04-01 00:00:00,2010-04-01 00:00:00,2010-01-01 00:00:00,抖音
17492.0,2010-07-09 13:27:00,2010-07-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,百度
17493.0,2010-11-19 16:57:00,2010-11-01 00:00:00,2010-04-01 00:00:00,2010-01-01 00:00:00,百度
17494.0,2010-07-26 10:06:00,2010-07-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
17495.0,2010-11-14 11:50:00,2010-11-01 00:00:00,2010-07-01 00:00:00,2010-04-01 00:00:00,微信
17496.0,2010-01-14 13:36:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
17497.0,2010-04-08 08:01:00,2010-04-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
17498.0,2011-09-25 12:25:00,2011-09-01 00:00:00,2010-08-01 00:00:00,2010-08-01 00:00:00,百度
17499.0,2010-05-27 09:59:00,2010-05-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,百度
17500.0,2011-11-10 09:08:00,2011-11-01 00:00:00,2011-01-01 00:00:00,2010-01-01 00:00:00,微信
17501.0,2011-05-03 09:46:00,2011-05-01 00:00:00,2010-06-01 00:00:00,2010-03-01 00:00:00,百度
17502.0,2011-11-10 16:39:00,2011-11-01 00:00:00,2010-09-01 00:00:00,2010-02-01 00:00:00,微信
17503.0,2011-11-01 11:12:00,2011-11-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,百度
17504.0,2010-02-08 09:22:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,百度
17505.0,2010-04-13 16:33:00,2010-04-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
17506.0,2011-09-25 11:39:00,2011-09-01 00:00:00,2011-01-01 00:00:00,2010-05-01 00:00:00,抖音
17507.0,2011-02-03 18:08:00,2011-02-01 00:00:00,2010-06-01 00:00:00,2010-01-01 00:00:00,抖音
17508.0,2009-12-07 11:46:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17509.0,2011-10-07 13:14:00,2011-10-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,百度
17510.0,2010-10-15 10:20:00,2010-10-01 00:00:00,2010-09-01 00:00:00,2010-09-01 00:00:00,微信
17511.0,2009-12-02 10:52:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17512.0,2009-12-10 19:35:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17513.0,2010-08-17 15:08:00,2010-08-01 00:00:00,2010-04-01 00:00:00,2009-12-01 00:00:00,微信
17514.0,2010-02-08 14:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,百度
17515.0,2010-06-07 13:29:00,2010-06-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,微信
17516.0,2010-11-26 12:50:00,2010-11-01 00:00:00,2010-04-01 00:00:00,2010-02-01 00:00:00,微信
17517.0,2011-02-04 11:48:00,2011-02-01 00:00:00,2010-06-01 00:00:00,2010-03-01 00:00:00,微信
17518.0,2010-03-28 13:31:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,百度
17519.0,2009-12-01 09:57:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17520.0,2011-10-17 12:04:00,2011-10-01 00:00:00,2010-07-01 00:00:00,2010-06-01 00:00:00,微信
17521.0,2010-10-01 11:49:00,2010-10-01 00:00:00,2010-06-01 00:00:00,2010-01-01 00:00:00,百度
17522.0,2011-05-05 16:31:00,2011-05-01 00:00:00,2010-07-01 00:00:00,2009-12-01 00:00:00,抖音
17523.0,2011-11-20 13:40:00,2011-11-01 00:00:00,2011-06-01 00:00:00,2010-05-01 00:00:00,抖音
17524.0,2010-09-27 16:20:00,2010-09-01 00:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,百度
17525.0,2010-10-07 09:12:00,2010-10-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
17526.0,2009-12-17 16:18:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17527.0,2011-05-05 13:43:00,2011-05-01 00:00:00,2010-04-01 00:00:00,2010-01-01 00:00:00,抖音
17528.0,2011-09-29 13:04:00,2011-09-01 00:00:00,2010-10-01 00:00:00,2010-09-01 00:00:00,抖音
17529.0,2010-01-11 12:29:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17530.0,2009-12-06 16:17:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17531.0,2010-03-31 12:57:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2010-01-01 00:00:00,微信
17532.0,2010-11-19 08:13:00,2010-11-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,百度
17533.0,2010-10-01 09:14:00,2010-10-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,微信
17534.0,2010-02-25 16:55:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
17535.0,2011-03-04 15:20:00,2011-03-01 00:00:00,2011-03-01 00:00:00,2010-07-01 00:00:00,抖音
17536.0,2010-01-26 12:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17537.0,2011-02-09 13:37:00,2011-02-01 00:00:00,2010-06-01 00:00:00,2010-04-01 00:00:00,百度
17538.0,2011-11-14 12:12:00,2011-11-01 00:00:00,2011-02-01 00:00:00,2010-04-01 00:00:00,百度
17539.0,2009-12-13 12:36:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17540.0,2010-04-19 09:47:00,2010-04-01 00:00:00,2010-03-01 00:00:00,2010-01-01 00:00:00,抖音
17541.0,2010-07-18 11:36:00,2010-07-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,百度
17542.0,2010-03-08 12:08:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,百度
17543.0,2010-06-08 12:41:00,2010-06-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,微信
17544.0,2010-11-14 14:47:00,2010-11-01 00:00:00,2010-08-01 00:00:00,2010-08-01 00:00:00,微信
17545.0,2010-05-11 10:04:00,2010-05-01 00:00:00,2010-04-01 00:00:00,2010-02-01 00:00:00,微信
17547.0,2010-02-12 14:34:00,2010-02-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,百度
17548.0,2010-11-08 16:19:00,2010-11-01 00:00:00,2010-11-01 00:00:00,2010-01-01 00:00:00,抖音
17549.0,2011-10-19 10:05:00,2011-10-01 00:00:00,2010-11-01 00:00:00,2010-10-01 00:00:00,抖音
17550.0,2010-02-07 15:07:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17551.0,2010-12-15 14:12:00,2010-12-01 00:00:00,2010-12-01 00:00:00,2010-11-01 00:00:00,微信
17552.0,2010-03-22 09:19:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
17553.0,2010-04-08 09:44:00,2010-04-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,微信
17554.0,2011-07-14 20:01:00,2011-07-01 00:00:00,2011-03-01 00:00:00,2010-07-01 00:00:00,微信
17555.0,2010-05-02 16:02:00,2010-05-01 00:00:00,2010-05-01 00:00:00,2010-02-01 00:00:00,抖音
17556.0,2010-11-25 17:00:00,2010-11-01 00:00:00,2010-08-01 00:00:00,2010-08-01 00:00:00,抖音
17557.0,2009-12-07 10:15:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17558.0,2010-11-11 14:36:00,2010-11-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,微信
17559.0,2010-07-15 12:02:00,2010-07-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,微信
17560.0,2010-02-17 12:11:00,2010-02-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,百度
17561.0,2009-12-06 13:29:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17562.0,2011-06-19 13:06:00,2011-06-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,百度
17563.0,2010-04-07 10:02:00,2010-04-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,抖音
17564.0,2011-09-20 14:00:00,2011-09-01 00:00:00,2010-12-01 00:00:00,2010-09-01 00:00:00,抖音
17565.0,2010-05-02 11:54:00,2010-05-01 00:00:00,2010-05-01 00:00:00,2010-05-01 00:00:00,抖音
17566.0,2011-11-14 13:42:00,2011-11-01 00:00:00,2010-12-01 00:00:00,2010-05-01 00:00:00,百度
17567.0,2010-09-24 10:48:00,2010-09-01 00:00:00,2010-05-01 00:00:00,2010-02-01 00:00:00,微信
17568.0,2010-03-16 16:45:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17569.0,2011-01-11 14:15:00,2011-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
17570.0,2010-11-23 11:56:00,2010-11-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,微信
17571.0,2010-06-15 12:50:00,2010-06-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,百度
17572.0,2009-12-15 10:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
17573.0,2011-09-07 10:36:00,2011-09-01 00:00:00,2010-10-01 00:00:00,2010-09-01 00:00:00,微信
17574.0,2011-04-11 09:47:00,2011-04-01 00:00:00,2010-06-01 00:00:00,2010-01-01 00:00:00,微信
