店铺id,城市,销售渠道,性别,年龄段,消费时间,产品名称,客户数量,销售金额,订单数量,产品数量,单件成本
323,武汉,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
360,成都,线下,Male,30-34,Weekday,T恤,1,198.0,1,2,49
28,武汉,线上,Male,25-29,Weekend,短裤,1,39.0,1,1,19
182,广州,线上,Female,35-39,Weekend,T恤,1,99.0,1,1,49
19,南京,线下,Female,35-39,Weekday,牛仔裤,3,117.0,3,3,69
70,深圳,线下,Female,35-39,Weekday,T恤,4,289.79,4,4,49
229,深圳,线下,Female,30-34,Weekday,当季新品,11,1732.0,12,12,59
796,深圳,线下,Male,30-34,Weekday,T恤,1,79.0,1,1,49
46,武汉,线下,Female,20-24,Weekend,运动,1,99.0,1,1,49
648,西安,线下,Male,20-24,Weekday,当季新品,1,39.0,1,1,59
437,重庆,线下,Female,35-39,Weekend,牛仔裤,2,117.0,2,2,69
248,杭州,线下,Female,25-29,Weekend,T恤,6,332.0,6,8,49
519,杭州,线下,Female,30-34,Weekday,T恤,1,59.0,1,1,49
479,深圳,线下,Female,>=60,Weekend,短裤,1,40.0,1,1,19
135,上海,线下,Male,>=60,Weekday,T恤,2,237.0,2,3,49
325,上海,线下,Male,>=60,Weekday,当季新品,2,145.8,2,3,59
575,杭州,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
98,成都,线下,Female,35-39,Weekday,袜子,1,59.0,1,1,9
611,深圳,线下,Female,20-24,Weekend,T恤,1,79.0,1,1,49
429,西安,线下,Female,20-24,Weekday,短裤,1,39.0,1,1,19
245,杭州,线下,Female,45-49,Weekend,配件,1,249.0,1,1,29
207,上海,线上,Female,25-29,Weekday,T恤,3,257.0,3,3,49
148,深圳,线下,Female,35-39,Weekday,T恤,1,99.0,1,1,49
256,武汉,线下,Female,40-44,Weekday,短裤,1,39.0,1,1,19
142,上海,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
98,成都,线下,Male,<20,Weekend,T恤,1,59.0,1,1,49
70,深圳,线下,Female,20-24,Weekend,T恤,2,298.0,2,2,49
449,武汉,线下,Female,30-34,Weekday,T恤,1,76.0,1,1,49
142,上海,线下,Male,35-39,Weekend,当季新品,1,149.0,1,1,59
442,西安,线下,Female,35-39,Weekend,T恤,1,79.0,1,1,49
796,深圳,线下,Female,40-44,Weekday,T恤,2,527.0,2,3,49
375,广州,线上,Male,25-29,Weekend,T恤,1,99.0,1,1,49
98,成都,线下,Male,25-29,Weekend,配件,1,99.0,1,1,29
758,杭州,线下,Male,25-29,Weekday,T恤,1,59.0,1,1,49
737,深圳,线下,Female,35-39,Weekday,T恤,1,79.0,1,1,49
142,上海,线下,Female,25-29,Weekday,T恤,4,356.0,4,4,49
759,重庆,线下,Female,20-24,Weekday,T恤,2,198.0,2,2,49
375,广州,线上,Female,30-34,Weekend,牛仔裤,2,398.0,2,2,69
496,上海,线下,Female,30-34,Weekday,当季新品,2,337.0,2,2,59
280,深圳,线下,Female,30-34,Weekday,T恤,2,177.0,2,2,49
479,深圳,线下,Male,30-34,Weekend,T恤,1,79.0,1,1,49
323,武汉,线下,Female,35-39,Weekend,T恤,1,59.0,1,1,49
658,深圳,线下,Male,35-39,Weekend,牛仔裤,2,77.0,2,2,69
207,上海,线上,Female,>=60,Weekday,牛仔裤,2,298.0,2,2,69
429,西安,线下,Male,35-39,Weekend,T恤,1,158.0,1,2,49
168,武汉,线下,Female,35-39,Weekday,牛仔裤,1,39.0,1,1,69
142,上海,线下,Male,30-34,Weekend,T恤,1,59.0,1,1,49
325,上海,线下,Female,30-34,Weekend,T恤,1,39.0,1,1,49
575,杭州,线下,Male,30-34,Weekend,T恤,1,79.0,1,1,49
20,深圳,线下,Male,40-44,Weekend,T恤,1,77.0,1,1,49
325,上海,线下,Female,25-29,Weekend,T恤,3,253.0,3,4,49
256,武汉,线下,Male,35-39,Weekend,T恤,1,79.0,1,1,49
135,上海,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
479,深圳,线下,Male,>=60,Weekday,当季新品,1,79.0,1,1,59
70,深圳,线下,Female,40-44,Weekend,T恤,1,99.0,1,1,49
245,杭州,线下,Male,30-34,Weekday,袜子,4,113.0,4,5,9
231,广州,线下,Female,40-44,Weekday,T恤,2,97.67,2,2,49
91,武汉,线上,Female,35-39,Weekday,当季新品,1,57.0,1,1,59
312,杭州,线下,Female,20-24,Weekend,牛仔裤,1,19.0,1,1,69
255,杭州,线下,Female,50-54,Weekday,配件,1,79.0,1,1,29
168,武汉,线下,Male,25-29,Weekday,T恤,2,195.16,2,2,49
480,重庆,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
148,深圳,线下,Female,25-29,Weekend,T恤,3,217.0,3,3,49
796,深圳,线下,Female,55-59,Weekday,T恤,1,39.0,1,1,49
21,北京,线下,Male,>=60,Weekend,T恤,1,99.0,1,1,49
738,深圳,线下,Male,30-34,Weekday,T恤,1,96.92,1,1,49
649,杭州,线下,Male,30-34,Weekday,毛衣,2,248.0,2,2,99
70,深圳,线下,Female,30-34,Weekend,短裤,1,40.0,1,1,19
280,深圳,线下,Female,20-24,Weekday,T恤,1,79.0,1,1,49
758,杭州,线下,Male,25-29,Weekend,袜子,3,132.0,3,5,9
520,杭州,线下,Male,20-24,Weekday,短裤,1,79.0,1,2,19
146,杭州,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
312,杭州,线下,Female,20-24,Weekend,T恤,1,59.0,1,1,49
611,深圳,线下,Female,25-29,Weekend,配件,2,158.0,2,2,29
245,杭州,线下,Female,20-24,Weekend,配件,11,1377.25,12,19,29
496,上海,线下,Female,25-29,Weekday,当季新品,1,149.0,1,1,59
50,武汉,线上,Male,25-29,Weekend,T恤,1,99.0,1,1,49
70,深圳,线下,Male,20-24,Weekend,T恤,1,99.0,1,1,49
520,杭州,线下,Male,>=60,Weekend,配件,2,158.0,2,2,29
19,南京,线下,Female,30-34,Weekday,配件,1,79.0,1,1,29
737,深圳,线下,Male,20-24,Weekend,T恤,1,99.0,1,1,49
20,深圳,线下,Male,25-29,Weekend,T恤,2,198.0,2,2,49
255,杭州,线下,Female,30-34,Weekend,当季新品,3,591.0,3,3,59
256,武汉,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
146,杭州,线下,Female,30-34,Weekday,短裤,2,73.0,2,2,19
46,武汉,线下,Female,45-49,Weekend,短裤,1,73.0,1,2,19
91,武汉,线上,Female,40-44,Weekend,毛衣,1,199.0,1,1,99
738,深圳,线下,Male,25-29,Weekday,短裤,4,178.0,4,5,19
20,深圳,线下,Female,25-29,Weekday,T恤,2,198.0,2,2,49
325,上海,线下,Female,45-49,Weekend,T恤,1,99.0,1,1,49
605,成都,线下,Female,25-29,Weekend,配件,1,59.0,1,1,29
369,广州,线下,Female,25-29,Weekday,当季新品,3,447.0,3,3,59
91,武汉,线上,Female,25-29,Weekday,短裤,1,59.0,1,1,19
315,武汉,线下,Female,45-49,Weekday,T恤,1,79.0,1,1,49
420,广州,线上,Male,>=60,Weekday,T恤,1,158.0,1,2,49
135,上海,线下,Female,35-39,Weekend,T恤,1,79.0,1,1,49
480,重庆,线下,Female,30-34,Weekend,T恤,3,396.0,3,4,49
335,上海,线下,Female,30-34,Weekend,裙子,1,149.0,1,1,59
182,广州,线上,Female,40-44,Weekend,T恤,1,59.0,1,1,49
19,南京,线下,Male,20-24,Weekend,T恤,5,594.0,5,6,49
611,深圳,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
658,深圳,线下,Male,25-29,Weekday,T恤,3,312.71,3,4,49
315,武汉,线下,Female,20-24,Weekend,T恤,1,39.0,1,1,49
437,重庆,线下,Male,30-34,Weekday,当季新品,5,762.0,5,5,59
168,武汉,线下,Male,35-39,Weekend,T恤,1,79.0,1,1,49
399,广州,线下,Male,25-29,Weekday,T恤,2,198.0,2,2,49
375,广州,线上,Female,25-29,Weekend,当季新品,1,59.0,1,1,59
182,广州,线上,Female,25-29,Weekend,毛衣,1,249.0,1,1,99
280,深圳,线下,Male,30-34,Weekday,牛仔裤,1,39.0,1,1,69
335,上海,线下,Female,35-39,Weekday,T恤,2,138.0,2,2,49
399,广州,线下,Female,50-54,Weekday,袜子,1,79.0,1,1,9
231,广州,线下,Male,35-39,Weekday,当季新品,1,47.0,1,1,59
20,深圳,线下,Male,35-39,Weekday,配件,1,99.0,1,1,29
168,武汉,线下,Male,25-29,Weekday,T恤,1,118.0,1,2,49
759,重庆,线下,Female,35-39,Weekday,短裤,1,33.0,1,1,19
605,成都,线下,Male,30-34,Weekend,T恤,1,118.0,1,2,49
207,上海,线上,Male,30-34,Weekend,T恤,1,99.0,1,1,49
50,武汉,线上,Female,25-29,Weekend,袜子,1,76.0,1,1,9
796,深圳,线下,Female,30-34,Weekday,T恤,1,79.0,1,1,49
70,深圳,线下,Female,35-39,Weekend,短裤,4,152.0,4,4,19
46,武汉,线下,Male,25-29,Weekday,运动,7,384.0,8,11,49
335,上海,线下,Female,35-39,Weekend,当季新品,2,116.0,2,2,59
437,重庆,线下,Male,35-39,Weekend,牛仔裤,2,547.0,2,3,69
19,南京,线下,Female,25-29,Weekend,牛仔裤,6,1044.0,6,6,69
52,武汉,线上,Female,35-39,Weekend,袜子,1,52.0,1,2,9
50,武汉,线上,Female,45-49,Weekday,牛仔裤,2,348.0,2,2,69
46,武汉,线下,Female,25-29,Weekday,T恤,3,316.0,3,4,49
21,北京,线下,Female,35-39,Weekend,T恤,1,149.0,1,1,49
420,广州,线上,Female,45-49,Weekday,配件,1,79.0,1,1,29
20,深圳,线下,Female,25-29,Weekend,T恤,2,158.0,2,2,49
91,武汉,线上,Female,50-54,Weekday,短裤,1,40.0,1,1,19
437,重庆,线下,Male,35-39,Weekend,牛仔裤,1,79.0,1,1,69
255,杭州,线下,Female,30-34,Weekend,配件,1,149.0,1,1,29
420,广州,线上,Male,20-24,Weekday,T恤,4,594.0,4,6,49
280,深圳,线下,Female,20-24,Weekday,当季新品,2,592.0,3,3,59
325,上海,线下,Female,30-34,Weekend,牛仔裤,1,39.0,1,1,69
207,上海,线上,Female,30-34,Weekday,T恤,1,79.0,1,1,49
52,武汉,线上,Male,40-44,Weekday,袜子,1,20.0,1,1,9
68,重庆,线上,Female,20-24,Weekend,T恤,1,79.0,1,1,49
208,重庆,线下,Female,55-59,Weekday,配件,2,394.0,2,2,29
231,广州,线下,Female,35-39,Weekday,T恤,1,96.91,1,1,49
70,深圳,线下,Female,20-24,Weekend,T恤,3,396.0,3,4,49
519,杭州,线下,Female,30-34,Weekend,当季新品,1,49.0,1,1,59
420,广州,线上,Female,30-34,Weekday,T恤,5,509.44,6,6,49
442,西安,线下,Male,20-24,Weekend,运动,1,39.0,1,1,49
68,重庆,线上,Female,45-49,Weekday,T恤,1,79.0,1,1,49
148,深圳,线下,Male,35-39,Weekend,当季新品,1,146.0,1,1,59
658,深圳,线下,Male,40-44,Weekday,T恤,1,59.0,1,1,49
255,杭州,线下,Male,>=60,Weekend,牛仔裤,1,39.0,1,1,69
52,武汉,线上,Female,<20,Weekday,配件,1,99.0,1,1,29
52,武汉,线上,Female,20-24,Weekday,T恤,11,1009.0,11,11,49
32,武汉,线上,Female,25-29,Weekend,T恤,1,79.0,1,1,49
335,上海,线下,Female,40-44,Weekend,T恤,1,59.0,1,1,49
135,上海,线下,Female,35-39,Weekend,袜子,1,79.0,1,1,9
335,上海,线下,Female,30-34,Weekday,T恤,1,79.0,1,1,49
648,西安,线下,Female,35-39,Weekend,袜子,1,49.0,1,1,9
20,深圳,线下,Female,45-49,Weekend,T恤,1,99.0,1,1,49
658,深圳,线下,Female,25-29,Weekday,当季新品,1,39.0,1,1,59
325,上海,线下,Female,35-39,Weekday,当季新品,1,57.0,1,1,59
437,重庆,线下,Female,35-39,Weekday,裙子,1,149.0,1,1,59
137,西安,线上,Female,35-39,Weekday,袜子,1,59.0,1,1,9
98,成都,线下,Male,>=60,Weekday,T恤,3,157.0,3,3,49
21,北京,线下,Male,25-29,Weekday,配件,5,474.0,5,6,29
738,深圳,线下,Male,30-34,Weekday,T恤,1,77.0,1,1,49
208,重庆,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
575,杭州,线下,Male,55-59,Weekday,T恤,1,79.0,1,1,49
758,杭州,线下,Female,<20,Weekday,T恤,1,79.0,1,1,49
256,武汉,线下,Female,20-24,Weekend,T恤,1,99.0,1,1,49
245,杭州,线下,Unkown,Unkown,Weekday,配件,1,199.0,1,1,29
19,南京,线下,Male,30-34,Weekend,袜子,2,59.0,2,3,9
369,广州,线下,Male,35-39,Weekday,当季新品,1,79.0,1,1,59
429,西安,线下,Male,20-24,Weekend,短裤,1,40.0,1,1,19
91,武汉,线上,Male,30-34,Weekday,T恤,1,99.0,1,1,49
248,杭州,线下,Male,20-24,Weekday,配件,4,356.0,4,4,29
648,西安,线下,Female,25-29,Weekend,T恤,2,138.0,2,2,49
135,上海,线下,Female,>=60,Weekend,T恤,1,59.0,1,1,49
256,武汉,线下,Female,40-44,Weekend,毛衣,1,99.0,1,1,99
248,杭州,线下,Male,30-34,Weekend,短裤,4,186.0,4,5,19
98,成都,线下,Male,30-34,Weekend,短裤,1,40.0,1,1,19
280,深圳,线下,Male,35-39,Weekday,T恤,1,198.0,1,2,49
429,西安,线下,Male,30-34,Weekday,T恤,2,198.0,2,2,49
207,上海,线上,Male,25-29,Weekday,当季新品,2,398.0,2,2,59
146,杭州,线下,Male,30-34,Weekday,短裤,1,33.0,1,1,19
312,杭州,线下,Male,40-44,Weekend,T恤,1,59.0,1,1,49
759,重庆,线下,Female,35-39,Weekday,T恤,1,99.0,1,1,49
737,深圳,线下,Male,25-29,Weekday,当季新品,1,199.0,1,1,59
231,广州,线下,Female,50-54,Weekday,T恤,1,94.66,1,1,49
437,重庆,线下,Female,35-39,Weekend,牛仔裤,2,137.0,2,3,69
19,南京,线下,Female,20-24,Weekend,T恤,11,1188.0,11,12,49
20,深圳,线下,Male,>=60,Weekday,短裤,1,39.0,1,1,19
325,上海,线下,Female,45-49,Weekend,袜子,1,79.0,1,1,9
437,重庆,线下,Male,>=60,Weekday,运动,1,79.0,1,1,49
315,武汉,线下,Female,35-39,Weekend,T恤,12,442.0,12,15,49
429,西安,线下,Female,20-24,Weekday,裙子,1,149.0,1,1,59
442,西安,线下,Male,35-39,Weekend,T恤,2,198.0,2,2,49
605,成都,线下,Female,25-29,Weekday,毛衣,1,199.0,1,1,99
420,广州,线上,Unkown,Unkown,Weekday,T恤,1,79.0,1,1,49
142,上海,线下,Female,25-29,Weekday,T恤,1,59.0,1,1,49
135,上海,线下,Female,50-54,Weekday,毛衣,1,149.0,1,1,99
323,武汉,线下,Female,35-39,Weekday,裙子,1,149.0,1,1,59
479,深圳,线下,Male,20-24,Weekend,运动,2,72.0,2,2,49
32,武汉,线上,Male,25-29,Weekday,T恤,2,198.0,2,2,49
325,上海,线下,Female,<20,Weekday,T恤,1,57.0,1,1,49
46,武汉,线下,Female,35-39,Weekday,牛仔裤,1,39.0,1,1,69
229,深圳,线下,Female,<20,Weekday,T恤,1,79.0,1,1,49
375,广州,线上,Male,>=60,Weekend,T恤,1,79.0,1,1,49
46,武汉,线下,Female,30-34,Weekend,T恤,2,198.0,2,2,49
146,杭州,线下,Male,40-44,Weekend,T恤,1,75.0,1,1,49
70,深圳,线下,Male,>=60,Weekday,裙子,1,149.0,1,1,59
46,武汉,线下,Female,40-44,Weekday,T恤,1,192.0,1,2,49
442,西安,线下,Female,20-24,Weekday,短裤,1,40.0,1,1,19
19,南京,线下,Male,30-34,Weekday,T恤,1,79.0,1,1,49
98,成都,线下,Female,40-44,Weekend,T恤,1,99.0,1,1,49
738,深圳,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
479,深圳,线下,Female,25-29,Weekend,配件,1,99.0,1,1,29
255,杭州,线下,Female,35-39,Weekend,当季新品,5,325.0,5,5,59
32,武汉,线上,Female,25-29,Weekday,T恤,3,217.0,3,3,49
146,杭州,线下,Male,40-44,Weekend,运动,1,39.0,1,1,49
336,西安,线下,Male,35-39,Weekday,运动,1,39.0,1,1,49
168,武汉,线下,Female,35-39,Weekend,当季新品,2,341.0,2,2,59
336,西安,线下,Female,50-54,Weekday,裙子,1,199.0,1,1,59
669,重庆,线下,Male,20-24,Weekend,配件,2,267.0,2,3,29
255,杭州,线下,Female,>=60,Weekday,短裤,2,66.0,2,2,19
420,广州,线上,Male,25-29,Weekend,T恤,1,145.0,1,1,49
20,深圳,线下,Male,35-39,Weekday,袜子,1,20.0,1,1,9
360,成都,线下,Male,30-34,Weekend,毛衣,1,199.0,1,1,99
802,西安,线下,Female,20-24,Weekend,配件,1,199.0,1,1,29
375,广州,线上,Female,30-34,Weekday,运动,1,39.0,1,1,49
442,西安,线下,Female,30-34,Weekend,牛仔裤,5,215.0,5,5,69
437,重庆,线下,Female,45-49,Weekend,牛仔裤,3,497.0,3,3,69
135,上海,线下,Female,45-49,Weekend,牛仔裤,1,149.0,1,1,69
182,广州,线上,Male,55-59,Weekday,配件,1,79.0,1,1,29
430,成都,线下,Male,30-34,Weekday,袜子,1,19.0,1,1,9
142,上海,线下,Male,40-44,Weekend,T恤,1,79.0,1,1,49
20,深圳,线下,Female,25-29,Weekday,袜子,1,39.0,1,1,9
669,重庆,线下,Female,20-24,Weekend,配件,1,79.0,1,1,29
802,西安,线下,Female,40-44,Weekday,当季新品,1,158.0,1,2,59
802,西安,线下,Female,30-34,Weekday,配件,2,78.0,2,2,29
312,杭州,线下,Female,20-24,Weekend,T恤,1,79.0,1,1,49
658,深圳,线下,Male,>=60,Weekend,T恤,1,79.0,1,1,49
442,西安,线下,Female,30-34,Weekday,裙子,2,158.0,2,2,59
255,杭州,线下,Female,25-29,Weekend,T恤,1,69.5,1,1,49
20,深圳,线下,Female,35-39,Weekend,裙子,1,298.0,1,2,59
738,深圳,线下,Female,40-44,Weekday,运动,3,150.0,3,4,49
91,武汉,线上,Male,40-44,Weekend,运动,1,39.0,1,1,49
796,深圳,线下,Female,30-34,Weekend,牛仔裤,1,59.0,1,1,69
52,武汉,线上,Male,25-29,Weekday,T恤,11,869.0,11,11,49
70,深圳,线下,Female,25-29,Weekday,T恤,1,79.0,1,1,49
255,杭州,线下,Female,40-44,Weekday,T恤,1,59.0,1,1,49
442,西安,线下,Female,30-34,Weekday,T恤,1,79.0,1,1,49
375,广州,线上,Male,20-24,Weekend,当季新品,2,114.0,2,2,59
312,杭州,线下,Female,25-29,Weekday,配件,2,290.84,2,2,29
245,杭州,线下,Female,55-59,Weekend,T恤,1,99.0,1,1,49
280,深圳,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
669,重庆,线下,Male,20-24,Weekend,T恤,1,99.0,1,1,49
231,广州,线下,Female,25-29,Weekday,短裤,1,0.0,1,1,19
496,上海,线下,Female,20-24,Weekend,T恤,1,99.0,1,1,49
248,杭州,线下,Female,55-59,Weekday,毛衣,1,249.0,1,1,99
255,杭州,线下,Male,25-29,Weekday,T恤,1,99.0,1,1,49
28,武汉,线上,Female,30-34,Weekend,当季新品,1,59.0,1,1,59
520,杭州,线下,Female,30-34,Weekday,裙子,1,79.0,1,1,59
256,武汉,线下,Female,25-29,Weekend,T恤,1,79.0,1,1,49
248,杭州,线下,Male,40-44,Weekend,牛仔裤,1,59.0,1,1,69
375,广州,线上,Female,45-49,Weekday,牛仔裤,1,149.0,1,1,69
98,成都,线下,Female,20-24,Weekend,T恤,1,99.0,1,1,49
182,广州,线上,Female,30-34,Weekday,T恤,1,79.0,1,1,49
669,重庆,线下,Male,40-44,Weekday,当季新品,1,54.0,1,1,59
70,深圳,线下,Male,35-39,Weekday,T恤,2,158.0,2,2,49
280,深圳,线下,Male,20-24,Weekday,T恤,1,79.0,1,1,49
207,上海,线上,Female,40-44,Weekend,T恤,1,59.0,1,1,49
19,南京,线下,Female,45-49,Weekday,袜子,1,76.5,1,1,9
32,武汉,线上,Female,35-39,Weekday,T恤,1,79.0,1,1,49
135,上海,线下,Male,40-44,Weekday,T恤,1,99.0,1,1,49
442,西安,线下,Male,40-44,Weekend,裙子,2,198.0,2,2,59
375,广州,线上,Male,30-34,Weekday,运动,2,218.19,2,2,49
280,深圳,线下,Male,30-34,Weekend,配件,1,149.0,1,1,29
420,广州,线上,Female,50-54,Weekend,当季新品,1,79.0,1,1,59
437,重庆,线下,Female,25-29,Weekend,配件,5,2093.0,6,7,29
135,上海,线下,Male,30-34,Weekend,当季新品,1,139.0,1,1,59
280,深圳,线下,Male,>=60,Weekday,短裤,1,40.0,1,1,19
207,上海,线上,Male,25-29,Weekday,当季新品,1,79.0,1,1,59
280,深圳,线下,Female,35-39,Weekday,配件,1,59.0,1,1,29
255,杭州,线下,Male,20-24,Weekday,T恤,1,99.0,1,1,49
315,武汉,线下,Female,30-34,Weekday,运动,1,79.0,1,1,49
91,武汉,线上,Male,30-34,Weekend,裙子,1,79.0,1,1,59
21,北京,线下,Male,45-49,Weekday,T恤,1,99.0,1,1,49
420,广州,线上,Female,25-29,Weekday,当季新品,1,79.0,1,1,59
605,成都,线下,Male,<20,Weekend,T恤,1,99.0,1,1,49
449,武汉,线下,Male,>=60,Weekend,当季新品,1,49.0,1,1,59
91,武汉,线上,Unkown,Unkown,Weekday,牛仔裤,1,79.0,1,1,69
21,北京,线下,Male,25-29,Weekday,T恤,7,553.0,7,7,49
280,深圳,线下,Female,20-24,Weekend,T恤,2,198.0,2,2,49
146,杭州,线下,Female,20-24,Weekday,运动,1,199.0,1,1,49
21,北京,线下,Female,50-54,Weekday,短裤,1,19.0,1,1,19
369,广州,线下,Female,20-24,Weekend,裙子,1,79.0,1,1,59
496,上海,线下,Male,>=60,Weekend,运动,2,173.0,2,2,49
91,武汉,线上,Female,45-49,Weekend,运动,1,59.0,1,1,49
207,上海,线上,Male,35-39,Weekend,T恤,1,79.0,1,1,49
648,西安,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
796,深圳,线下,Male,25-29,Weekend,短裤,1,39.0,1,1,19
437,重庆,线下,Male,35-39,Weekday,T恤,1,59.0,1,1,49
182,广州,线上,Female,45-49,Weekday,短裤,1,40.0,1,1,19
658,深圳,线下,Female,30-34,Weekday,配件,1,79.0,1,1,29
50,武汉,线上,Male,>=60,Weekend,袜子,1,53.0,1,2,9
248,杭州,线下,Female,25-29,Weekday,T恤,2,178.0,2,2,49
758,杭州,线下,Male,40-44,Weekend,袜子,1,19.0,1,1,9
46,武汉,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
336,西安,线下,Male,20-24,Weekday,T恤,2,118.0,2,2,49
148,深圳,线下,Female,30-34,Weekend,牛仔裤,1,59.0,1,1,69
148,深圳,线下,Male,30-34,Weekday,T恤,1,79.0,1,1,49
208,重庆,线下,Female,20-24,Weekday,短裤,1,39.0,1,1,19
21,北京,线下,Male,>=60,Weekday,T恤,1,95.43,1,1,49
142,上海,线下,Male,50-54,Weekday,短裤,1,32.0,1,1,19
430,成都,线下,Female,30-34,Weekday,毛衣,2,298.0,2,2,99
437,重庆,线下,Male,20-24,Weekend,T恤,1,99.0,1,1,49
91,武汉,线上,Male,35-39,Weekend,T恤,1,79.0,1,1,49
496,上海,线下,Female,35-39,Weekday,T恤,2,195.0,2,2,49
70,深圳,线下,Female,20-24,Weekday,短裤,3,165.0,3,5,19
137,西安,线上,Female,35-39,Weekday,T恤,1,59.0,1,1,49
616,成都,线下,Female,35-39,Weekday,袜子,1,39.0,1,1,9
738,深圳,线下,Female,30-34,Weekend,T恤,1,59.0,1,1,49
437,重庆,线下,Female,30-34,Weekend,T恤,3,114.0,3,3,49
19,南京,线下,Female,35-39,Weekday,袜子,1,59.0,1,3,9
231,广州,线下,Male,25-29,Weekday,毛衣,1,249.0,1,1,99
245,杭州,线下,Female,55-59,Weekend,短裤,2,158.0,2,4,19
207,上海,线上,Female,30-34,Weekend,袜子,1,79.0,1,1,9
430,成都,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
91,武汉,线上,Female,>=60,Weekend,T恤,1,199.0,1,1,49
437,重庆,线下,Female,40-44,Weekday,T恤,1,99.0,1,1,49
255,杭州,线下,Female,35-39,Weekday,T恤,1,99.0,1,1,49
648,西安,线下,Male,45-49,Weekday,袜子,1,39.0,1,1,9
148,深圳,线下,Male,>=60,Weekend,T恤,1,199.0,1,1,49
605,成都,线下,Female,40-44,Weekday,T恤,1,79.0,1,1,49
575,杭州,线下,Male,25-29,Weekday,T恤,1,99.0,1,1,49
98,成都,线下,Female,<20,Weekday,T恤,1,99.0,1,1,49
796,深圳,线下,Female,35-39,Weekday,T恤,1,59.0,1,1,49
52,武汉,线上,Male,>=60,Weekday,T恤,2,198.0,2,2,49
231,广州,线下,Female,>=60,Weekend,T恤,1,99.0,1,1,49
229,深圳,线下,Female,30-34,Weekday,当季新品,1,59.0,1,1,59
737,深圳,线下,Female,35-39,Weekend,T恤,6,574.0,6,6,49
669,重庆,线下,Female,55-59,Weekday,袜子,1,79.0,1,1,9
325,上海,线下,Female,35-39,Weekend,短裤,1,79.0,1,2,19
182,广州,线上,Female,30-34,Weekend,T恤,1,99.0,1,1,49
255,杭州,线下,Male,25-29,Weekday,当季新品,1,79.0,1,1,59
148,深圳,线下,Female,50-54,Weekend,T恤,2,198.0,2,2,49
831,杭州,线下,Female,30-34,Weekday,当季新品,1,79.0,1,1,59
658,深圳,线下,Female,30-34,Weekday,短裤,2,66.0,2,2,19
135,上海,线下,Male,30-34,Weekday,袜子,1,26.0,1,1,9
32,武汉,线上,Male,55-59,Weekday,当季新品,1,73.0,1,1,59
142,上海,线下,Male,35-39,Weekday,当季新品,1,54.0,1,1,59
207,上海,线上,Female,20-24,Weekday,T恤,1,41.24,1,1,49
315,武汉,线下,Male,25-29,Weekday,T恤,1,99.0,1,1,49
648,西安,线下,Female,20-24,Weekend,当季新品,1,79.0,1,1,59
142,上海,线下,Male,>=60,Weekday,T恤,1,39.0,1,1,49
520,杭州,线下,Female,25-29,Weekday,袜子,1,40.0,1,2,9
28,武汉,线上,Female,40-44,Weekday,当季新品,1,57.0,1,1,59
658,深圳,线下,Male,25-29,Weekend,T恤,2,158.0,2,2,49
146,杭州,线下,Female,35-39,Weekday,当季新品,1,74.0,1,1,59
802,西安,线下,Male,30-34,Weekday,T恤,1,99.0,1,1,49
437,重庆,线下,Male,35-39,Weekday,牛仔裤,1,39.0,1,1,69
429,西安,线下,Female,25-29,Weekday,T恤,1,79.0,1,1,49
207,上海,线上,Female,25-29,Weekend,短裤,1,33.0,1,1,19
315,武汉,线下,Female,50-54,Weekend,T恤,1,149.0,1,1,49
496,上海,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
605,成都,线下,Male,40-44,Weekday,T恤,1,59.0,1,1,49
658,深圳,线下,Male,30-34,Weekday,T恤,1,129.0,1,1,49
325,上海,线下,Female,30-34,Weekend,袜子,1,79.0,1,1,9
52,武汉,线上,Female,20-24,Weekday,T恤,4,389.76,4,4,49
796,深圳,线下,Female,25-29,Weekend,当季新品,1,59.0,1,1,59
20,深圳,线下,Female,25-29,Weekday,短裤,1,39.0,1,1,19
323,武汉,线下,Male,>=60,Weekday,当季新品,1,149.0,1,1,59
437,重庆,线下,Female,25-29,Weekday,T恤,2,138.0,2,2,49
429,西安,线下,Female,40-44,Weekday,袜子,1,39.0,1,1,9
207,上海,线上,Female,30-34,Weekend,配件,37,4187.0,37,53,29
360,成都,线下,Female,20-24,Weekend,T恤,1,79.0,1,1,49
480,重庆,线下,Female,30-34,Weekend,毛衣,2,398.0,2,2,99
336,西安,线下,Female,50-54,Weekday,当季新品,6,954.0,6,6,59
255,杭州,线下,Male,35-39,Weekend,当季新品,3,483.0,3,3,59
